input,output,original
today’ @washingtonpost tiktok featur nifti way help avoid exposur coronaviru https://vm.tiktok.com/gy29hh/,1,Today’s @washingtonpost TikTok features a nifty way to help avoid exposure to the coronavirus https://vm.tiktok.com/gy29hH/
“airport worker say lack glove clean plane china”,1,“Airport workers say they lacked gloves to clean planes from China”
coronavirus: councilwoman ask resign threaten infect maga support,1,Coronavirus: Councilwoman Asked To Resign For Threatening To Infect MAGA Supporter
coronaviru update: new jersey school district prepar possibl closur due viru outbreak,1,Coronavirus Update: New Jersey School Districts Preparing For Possible Closures Due To Virus Outbreak
coronaviru excus racism & hate crime,1,Coronavirus is not an excuse for racism & hate crimes
"congress agre provid $8 billion fight coronavirus! mean @cdcgov, @hhsgov, @dhsgov resourc need keep america safe keep risk worker famili low. great news health, economy, nation",1,"Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation"
"protect commun coronaviru common sens precautions: wash hands, stay home sick listen @cdcgov local health authorities. save mask health care workers. let’ stay calm, listen experts, follow scienc",1,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science"
breaking: order health insur compani waiv out-of-pocket cost prevent coronaviru test,1,BREAKING: we have ordered health insurance companies to waive ALL out-of-pocket costs for preventive coronavirus testing
"trump say increas job *last month* may attribut coronavirus' effect *right now*: ""we'r go american stay home instead go spend money countries, mayb that' one reason job number good.""",1,"Trump says increase in jobs from *last month* may be attributable to the coronavirus' effect *right now*: ""We're going to have Americans staying home instead of going and spending their money in other countries, and maybe that's one of the reasons the job numbers are so good."""
new: trump administration' insist contain remain primari way confront covid-19 - repeat claim work - ignor seri alarm bell expert insid & outsid us govern,1,New: The Trump administration's insistence that containment should remain the primary way to confront COVID-19 - and repeated claims that it was working - ignored a series of alarm bells from experts inside & outside the US government
larri kudlow coronaviru,1,Larry Kudlow on coronavirus
everi im remind govern power whatev fuck wants. thing doesnt simpli peopl run dont want,1,every once in a while im reminded that the government has the power to do whatever the fuck it wants. all the things it doesnt do are simply because the people who run it dont want to do them
in: trump visit cdc initi trip cancel http://hill.cm/wxdnfif,1,JUST IN: Trump to visit CDC after initial trip cancelled http://hill.cm/WxDNfIf
land jfk report #coronaviru milan lombardi —the epicent italy’ outbreak— @vicenews. walk right us customs. didn’t ask itali went came contact sick people. didn’t ask anyth,1,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything
"you’v use men’ room cleveland municip stadium, you’r immun coronaviru",1,"If you’ve used the men’s room at Cleveland Municipal Stadium, you’re immune to the coronavirus"
"china ground halt: ""on ground"" indic confirm worst-cas scenario | zero hedg",1,"China Has Ground To A Halt: ""On The Ground"" Indicators Confirm Worst-Case Scenario | Zero Hedge"
"keep thing clean, wash hands, stay home you’r sick. there. you’r protect coronaviru",1,"Keep things clean, wash your hands, and stay home if you’re sick. There. You’re protected from the coronavirus"
"yesterday @realdonaldtrump attack @twitter speak #coronaviru test kit debacle. today, new episod @epidemicpodcast ... test kit debacle. get wherev get podcast",1,"Yesterday @realDonaldTrump attacked me on @Twitter for speaking out about the #Coronavirus test kit debacle. Today, a new episode of the @EPIDEMICpodcast is out ... about the Test Kit Debacle. Get it wherever you get podcasts"
get still fuck even recov - superb,1,So if you get it you're still fucked even after you recover - Superb
"track record sure continue.""for god country""",1,"And the track record will surely continue.""FOR GOD AND MY COUNTRY"""
"breaking: univers washington, 50,000 students, close classroom move remot learn amid coronaviru outbreak",1,"BREAKING: The University of Washington, with more than 50,000 students, is closing classrooms and moving to remote learning amid the coronavirus outbreak"
trump say he' go visit cdc atlanta someon infect,1,Trump says he's not going to visit the CDC in Atlanta because someone there was infected with
think china go send viru pack flavor e-cigarett cartridg,1,I think China was going to send over this virus packed into the flavored e-cigarette cartridges
marri o.j. simpson higher death rate coronaviru,1,marrying O.J. simpson has a higher death rate than coronavirus
"firm believ stagger vaccinations. additionally, concern china make vaccin",1,"I am a firm believer in staggering vaccinations. Additionally, It is concerning that China makes our vaccines"
"corona viru spread internationali print albums. album home, put gloves, put album box put outsid front door tonight. i'm collect box tonight safety. think health",1,"The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health"
cdc say 31% men 65% women wash hand use restroom,1,The CDC says only 31% of men and 65% of women wash their hands after using the restroom
army' donat almost ~half million dollars~ help fight coronaviru name band love,1,army's have donated almost ~half a million dollars~ to help fight coronavirus in the name of the band they love
y’all trip coronaviru cold lead deadli respiratori infect basic k*ll make drown snot insid gasp air beg god help pray it’ last realiz cannot hear,1,Y’all tripping the coronavirus is just a cold that can lead to a deadly respiratory infection that basically k*lls you by making you drown in your own snot from the inside and as you gasp for air begging for God to help praying it’s not your last you realize he cannot hear you
peopl play leagu legend safe,1,people who play league of legends are safe
"ministri sec-gen say tourist choos cooper self-quarantine, ""invited"" govt quarantin center",1,"Ministry sec-gen says tourists can choose to cooperate in self-quarantine, or they will be ""invited"" to govt quarantine centers"
time suspend flight slot rule now. airlin burn thousand gallon fuel fli empti 'ghost' plane keep flight slot coronaviru outbreak,1,Time to suspend flight slot rules NOW. Airlines are burning thousands of gallons of fuel flying empty 'ghost' planes so they can keep their flight slots during the coronavirus outbreak
dem councilwoman candi cdebaca tweet support contract coronaviru attend everi maga ralli spread infect trump support can’t spread dem ralli support show,1,Dem Councilwoman Candi CdeBaca tweeted her support for those contracting the Coronavirus to attend every MAGA rally to spread the infection to Trump supporters It can’t be spread at any Dem rally because no supporters show up
"true. furthermor anyon point singl exampl hindu push religion cultur outsid india? see exampl world islamist riot kill assert way life. back india, safe say who’ blame",1,"True. Furthermore can anyone point to a single example of Hindus pushing their religion and culture outside of India? We can see examples all over the world where Islamists are rioting and killing to assert their way of life. So back to India, safe to say who’s to blame"
"atlant contact 50 state health depart reconstruct number cdc hiding, find 1,895 peopl test coronaviru us",1,"The Atlantic contacts all 50 state health departments to reconstruct the number the CDC is hiding, and finds that 1,895 people have been tested for the coronavirus in the US"
u coronaviru come see person show u strength immun system,1,if u have coronavirus come see me in person i will show u the strength of my immune system
coronaviru fake news,1,Coronavirus is FAKE NEWS
"hey, so, coronavirus, lot peopl go suddenli start live ""work home"" life....which sound great, jarring, isolating, depress",1,"Hey, so, because of the coronavirus, a lot of people are going to suddenly start living the ""work from home"" life....which sounds great, but can be VERY jarring, isolating, and depressive"
"collater damage: marriag registr offic chines citi xi'an seen unpreced number divorc appoint sinc reopen, #covid19 evok underli conflict coupl confin home",1,"Collateral damage: Marriage registration offices in Chinese city of Xi'an have seen an unprecedented number of divorce appointments since reopen, as #COVID19 evoked the underlying conflicts of couples confined at home"
irresponsible. pretend coronaviru case don’t exist won’t make crisi go away—it expos peopl harm. messag trump: it’ time start take crisi serious,1,This is irresponsible. Pretending coronavirus cases don’t exist won’t make this crisis go away—it will only expose more people to harm. My message to Trump: it’s time to start taking this crisis seriously
"idk isn’t stat see often coronaviru news 90,000 diagnos sinc began 52,000 recov",1,"Idk why this isn’t a stat you see more often with the Coronavirus news but of the 90,000 diagnosed with it since it began 52,000 have recovered"
"""if show arena ain't fan there, ain't playing.""lebron possibl play nba game without fan attend due coronaviru outbreak",1,"""If I show up to an arena and there ain't no fans in there, I ain't playing.""LeBron on possibly playing NBA games without any fans in attendance due to coronavirus outbreak"
"realli import moment. cdc presser one frighten thing i’v ever watched, report way. straight lie - said everyon get test when, fact, almost one can. shameless self promot crisis..",1,"This is a really important moment. The CDC presser was one of the most frightening things I’ve ever watched, and it should be reported that way. He straight up lied - said everyone can get tested when, in fact, almost no one can. And the shameless self promoting off a crisis.."
"""the [coronavirus] test perfect. like letter perfect. transcript perfect. perfect that, pretti good."" -- trump refer transcript phone call ukrainian presid",1,"""The [coronavirus] tests are all perfect. Like the letter was perfect. The transcription was perfect. This was not a perfect as that, but pretty good."" -- is Trump referring to the transcript of his phone call with the Ukrainian president here"
number peopl infect doubl everi days. larger no. peopl infect larger no. peopl requir intens care. like place signific burden health service. concern appropri,1,The numbers of people infected are doubling every few days. The larger the no. of people infected the larger the no. people who will require intensive care. This is likely to place significant burden on the health service. So the concern is appropriate
"one confirm one - overnight burial astara, gilan local die due #covidー19. sadli father also victim #covidー19",1,"This one is a confirmed one - overnight burial of an Astara, Gilan local who had died due to #COVIDー19. Sadly his father was also a victim of #COVIDー19"
one way scientist understand diseas outbreak math. mathematician explain common number coronaviru stori,1,One of the ways scientists understand disease outbreaks is through math. A mathematician explains some of the common numbers in the coronavirus story
husband went san diego work around end january. came home deathli i'll. told e.r idea is. 3 round steroid antibiotics. still upper resp. distress. test chattanooga. quarantin,1,My husband went to San Diego for work around the end of January. He came home deathly I'll. We were told at the e.r they had no idea what it is. 3 rounds of steroids and antibiotics. Still upper resp. distress. No tests in Chattanooga. Should we quarantine
toilet paper complet sold supermarkets? lot wipe ass corona,1,Toilet paper completely sold out in supermarkets? Did you lot not wipe your ass before corona
two 'presumpt positive' case coronaviru covid-19 confirm new jersey,1,Two more 'presumptive positive' cases of coronavirus COVID-19 confirmed in New Jersey
500 case novel coronaviru us https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-08-20-intl-hnk/h_9d766c83ab186b483ef14822ae09e763 … stop promot fear cnn. guy misguid inform,1,There are now more than 500 cases of novel coronavirus in the US https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-08-20-intl-hnk/h_9d766c83ab186b483ef14822ae09e763 … Stop promoting fear CNN. You guys are very misguided in your information
"combat coronaviru we'v got cocaine, masturbation, stay in, hand sanitiser. liter four favourit thing",1,"So to combat coronavirus we've got cocaine, masturbation, staying in, and hand sanitiser. Literally my four favourite things"
"perfectli coordin fine tune plan white hous attack coronavirus. move earli close border certain areas, godsend. v.p. great job. fake news media everyth possibl make us look bad. sad",1,"We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad"
"vaccin coronaviru developed, free",1,"Once a vaccine for coronavirus is developed, it should be free"
corona viru made flight cheap think it’ final time start traveling. lmaooooo. i’m good time long time,1,The corona virus made flights so cheap i think it’s finally time to start traveling. Lmaooooo. I’m here for a good time not a long time
new york declar state emerg rise coronaviru case,1,New York Declares State of Emergency After Rise of Coronavirus Cases
"new: california gov. gavin newsom say 114 peopl test posit covid-19 california, one person die virus. ""that number fluid, that' number morning.""",1,"NEW: California Gov. Gavin Newsom says 114 people have tested positive for COVID-19 in California, and one person has died from the virus. ""That number is fluid, that's the number that we have from this morning."""
"great cato-the-wise, cato sapiens, cato censorius, (in staten island, cato-no-nonsense) would turn grave & characterist seeth anger misus name imbecil institute. ps-a explained,death *lag* infect because...tim",1,"The great Cato-the-wise, Cato Sapiens, Cato Censorius, or (in Staten Island, Cato-no-nonsense) would be turning in his grave & characteristically seething with anger at the misuse of his name by that imbecilic institute. PS-As we explained,deaths *lag* infections because...time"
coronaviru update: itali put 16m peopl lock || polic pull weapon peopl tri leav || hospit break point || doctor warn might choos get intens care - to editor,1,CORONAVIRUS UPDATE: ITALY HAS NOW PUT 16M PEOPLE ON LOCK DOWN || POLICE ARE PULLING WEAPONS ON PEOPLE IF THEY TRY TO LEAVE || HOSPITALS ARE AT BREAKING POINT || DOCTORS HAVE NOW WARNED THAT THEY MIGHT HAVE TO CHOOSE WHO GETS INTENSIVE CARE - TOS EDITOR
"trump turn coronaviru test offered, prefer wait one made compani financi interest in. would trump put million live risk financi benefit? better f’kn believ would",1,"Trump turned down the WHO Coronavirus tests he was offered, preferring to wait for the ones made by a company he has a financial interest in. Would Trump put millions of lives at risk for his own financial benefit? You better f’kn believe he would"
new york citi could point hundr posit coronaviru case -mayor de blasio,1,NEW YORK CITY COULD AT SOME POINT HAVE HUNDREDS OF POSITIVE CORONAVIRUS CASES -MAYOR DE BLASIO
"politico' dan dimond tweet trump' ""initi coronaviru move [late jan] wide hail strong appropri response."" um no. diamond' 1/31/20 articl praise; mere gave fact day later politico' narr trump overreact",1,"Politico's Dan Dimond tweets now that Trump's ""initial coronavirus moves [late Jan] were widely hailed as strong an appropriate response."" Um no. Diamond's 1/31/20 article did not praise; it merely gave facts and days later Politico's narrative was that Trump is overreacting"
"coronaviru make tell seat buddi no, snif bc i’m sick. i’m snif bc cried. great flight <3",1,"the coronavirus makes it so i have to tell my seat buddy that no, i am not sniffing bc i’m sick. i’m sniffing bc i just cried. have a great flight <3"
coronaviru travel state state,1,The Coronavirus traveling state to state
think peopl aren’t awar risk system healthcar failur due #covid19 simpli haven’t run number yet. let’ talk math,1,I think most people aren’t aware of the risk of systemic healthcare failure due to #COVID19 because they simply haven’t run the numbers yet. Let’s talk math
got email uconn say get coronaviru exaust 3 sick day per semest use vacat day person leav day recover. get peopl come back work still contagi,1,Just got an email from UCONN saying that if you get the coronavirus and exaust your 3 sick days per semester you have to use vacation days or personal leave days to recover. This is how you get people to come back to work when they are still contagious
"coronaviru spread, misinform it, despit aggress effort social media compani prevent dissemination. found dozen videos, photo post appear slip crack",1,"As the coronavirus has spread, so too has misinformation about it, despite an aggressive effort by social media companies to prevent its dissemination. We found dozens of videos, photos and posts that appeared to have slipped through the cracks"
"arcad england, toy grabber machin fill hand sanit toilet paper — two country' sought-aft product coronaviru outbreak",1,"At this arcade in England, the toy grabber machines are filled with hand sanitizer and toilet paper — two of the country's most sought-after products during the coronavirus outbreak"
trump’ overal handl converg crise — spread misinform blame other — unsettl mani republican alli capitol hill,1,Trump’s overall handling of the converging crises — while spreading misinformation and blaming others — has unsettled many of his Republican allies on Capitol Hill
cuni student wait coronaviru respons,1,CUNY students waiting for a coronavirus response
"one think covid19 bad, think this:-china primari sourc crucial medic drugs-- antibiotics, heparin, med essenti surgeri -if suppli chain cut, med u.",1,"If one thinks COVID19 is bad, think this:-China is our primary source of crucial medical drugs-- antibiotics, heparin, meds essential for surgeries -If supply chains are cut, no meds for U.S"
"seoul, march 9 (reuters) - korean air line warn coronaviru outbreak could threaten surviv half world restrict passeng enter south korea",1,"SEOUL, March 9 (Reuters) - Korean Air Lines has warned that the coronavirus outbreak could threaten its survival after more than half of the world restricted passengers entering from South Korea"
"rt @chrismurphyct: it’ mind blow two month crisis, less 5,000 test",1,"RT @ChrisMurphyCT: It’s just mind blowing that we are two month into this crisis, and less than 5,000 have been tested"
"make chines virus.th viru appar transmit bats. bat univers know borders. name covid-19 could brought china person persons, even america tourists, viru show symptom",1,"That doesn't make it a Chinese virus.The virus apparently was transmitted by bats. Bats are universal they know no borders. It's name is COVID-19 It could have been brought into China by a person or persons, even America tourists, who had the virus but showed no symptoms"
"mom put coronaviru hype perspective: ""mani peopl die prevent starvat rich cannot catch that.""",1,"My mom putting coronavirus hype into perspective: ""Many more people die of preventable starvation but the rich cannot catch that."""
#2 county. brentwood parent confirm case coronavirus; williamson counti school remain close,1,#2 in our County. Brentwood parent has confirmed case of coronavirus; Williamson County Schools to remain closed
"next time govern shadi advisor talk bbc licens fee, sure beeb esteem journalists, start talk integr etc. narr goe promot #farag newsnight expert opinion! coronaviru",1,"The next time the government or its shady advisors talk about the BBC license fee, I am sure the Beebs esteemed journalists, will start talking about its integrity etc. That narrative goes with their promotion of #Farage on Newsnight with expert opinion! on Coronavirus "
"democrat hype “wuhan virus” concern humanity. it’ new impeachment. stay calm peopl act responsibly.... wash hand freq, stay away crowds, don’t shake hands, cover sneez cough. pass",1,"Democrats are hyping the “Wuhan Virus” not because of concerns for humanity. It’s their new impeachment. Stay calm down people and just act responsibly.... wash hands freq, stay away from crowds, don’t shake hands, cover sneeze and cough. This will pass"
coronaviru death rise 3800 worldwid,1,Coronavirus deaths rise to 3800 worldwide
you’r look hyster coverag coronaviru go drudg report,1,If you’re looking for hysterical coverage of the Coronavirus then go to the Drudge Report
video claim china’ prime minist said read quran offer islam prayer help prevent coronaviru,1,Video claims China’s prime minister said reading the Quran and offering Islamic prayer can help prevent coronavirus
state-own rb offer mortgag holiday homeown uk affect coronaviru,1,State-owned RBS has offered a mortgage holiday to homeowners in the UK affected by Coronavirus
neither cdc coronaviru task forc chair penc would say made decis forgo test mani countri accept use,1,Neither the CDC nor the coronavirus task force chaired by Pence would say who made the decision to forgo the WHO test that so many other countries accepted and used
interest statist learn press confer meaning parent 5 young children. children non-elderli coronaviru actual less deadli common flu. that’ big deal! context import,1,Interesting statistic that I just learned during the press conference which was very meaningful to me as a parent of 5 young children. For children and the non-elderly the coronavirus is actually less deadly than the common flu. That’s a big deal! Context is important
"moment dutch pm, mark rutte, end press confer shake hand colleagu - moment warn public amid #coronaviru outbreak",1,"This is the moment the Dutch PM, Mark Rutte, ended a press conference by shaking hands with a colleague - moments after warning the public against doing so amid the #coronavirus outbreak"
"video: 🇰🇷 worker disinfect train seoul' public transit system south korea see first rise #coronaviru case five days. countri one world' worst affect nation outsid china, 7,700 confirm case grow",1,"VIDEO: 🇰🇷 Workers disinfect trains in Seoul's public transit system as South Korea sees its first rise in #coronavirus cases for five days. The country is one of the world's worst affected nations outside of China, with over 7,700 confirmed cases and growing"
coronaviru mysteri spare kid kill elderly. understand may help defeat viru,1,Coronavirus is mysteriously sparing kids and killing the elderly. Understanding why may help defeat the virus
"nascar race track preach ""prevention, panic"" deal spread coronaviru",1,"A NASCAR race track preached ""prevention, not panic"" as it deals with the spread of the coronavirus"
"simonstown gael player test posit covid 19: simonstown gael gfc meath announc one adult player test posit covid 19 return trip abroad club ""seek advic guidanc the… http://dlvr.it/rrg9wv",1,"Simonstown Gaels player tests positive for Covid 19: Simonstown Gaels GFC in Meath has announced that one of its adult players has tested positive for Covid 19 after returning from a trip abroad and that the club is ""seeking advice and guidance from the… http://dlvr.it/RRg9wV"
"latest figur show 66,500 peopl recov covid-19. repres 94 per cent case",1,"Latest figures show that over 66,500 people have recovered from COVID-19. It represents about 94 per cent of cases"
"""all insur compani ... agre waiv co-pay coronaviru test extend coverag coronaviru treatment benefit plans.""",1,"""All of the insurance companies here ... have agreed to waive all co-pays on Coronavirus testing and extend coverage for Coronavirus treatment in all of their benefit plans."""
itali suspend mortgag payment wake coronaviru outbreak' econom impact famili small busi https://trib.al/qaak95z,1,Italy suspends MORTGAGE payments in the wake of coronavirus outbreak's economic impact on families and small businesses https://trib.al/Qaak95z
"we'r make collect vital coronaviru coverag free everyon read, without restriction. @jeffreygoldberg note @theatlant readers: ""thi moment demand widest possibl access accur report rigor analysis.""",1,"We're making a collection of vital coronavirus coverage free for everyone to read, without restriction. @JeffreyGoldberg in a note to @TheAtlantic readers: ""This moment demands the widest possible access to accurate reporting and rigorous analysis."""
corona ruin mani plan,1,corona ruined so many plans
"christin lagard warn europ risk major econom shock similar financi crisi unless leader act urgent coronaviru https://www.bloomberg.com/news/articles/2020-03-11/ecb-s-lagarde-warns-of-2008-style-crisis-without-urgent-act … via @market bloomberg quot ""source"". bulgarian pm borissov said record front journalist #euco",1,"Christine Lagarde warns Europe risks a major economic shock similar to the financial crisis unless leaders act urgently on coronavirus https://www.bloomberg.com/news/articles/2020-03-11/ecb-s-lagarde-warns-of-2008-style-crisis-without-urgent-action … via @markets Bloomberg quotes ""source"". Bulgarian PM Borissov said it on the record in front of journalists #EUCO"
"funni anti say bad file lawsuit instead donat covid19, hear themselves? commit crime everyday kick member get marri bad ones? hypocrit im done omg",1,"IT IS SO FUNNY TO ME HOW THESE ANTIS ARE SAYING WE ARE SO BAD FOR FILING A LAWSUIT INSTEAD OF DONATING FOR COVID19, DO THEY HEAR THEMSELVES? THEY COMMIT CRIMES EVERYDAY TO KICK A MEMBER OUT FOR GETTING MARRIED AND NOW WE ARE THE BAD ONES? THEY ARE SO HYPOCRITE IM SO DONE OMG"
"exclusive: weeks, thousand flu sampl sat seattl research sought test flag coronavirus. c.d.c. wouldn’t allow it. test happen, late. viru upon us",1,"EXCLUSIVE: For weeks, thousands of flu samples sat in Seattle as researchers sought to test and flag them for coronavirus. The C.D.C. wouldn’t allow it. When testing did happen, it was too late. The virus was upon us"
"covid-19 updat march 11,2020 6:00 pm doh report 16 new case covid-19 country, total 49 case monitor health authority. follow share social media account updat",1,"COVID-19 UPDATE March 11,2020 6:00 PM The DOH reported 16 new cases of COVID-19 in the country, a total of 49 cases are now being monitored by the health authority. Follow and share our social media accounts for further updates"
trump die coronaviru honestli would funniest thing happen us histori,1,Trump dying of coronavirus honestly would be the funniest thing to happen in US history
"dear bots: vote democrat nomine even democrat nomin coronavirus. miss #demexit crap, pleas",1,"Dear bots: I will vote for the Democratic nominee even if the Democrats nominate Coronavirus. Miss me with this #DemExit crap, please"
italian cabinet approv €25bn protect economi fallout coronaviru crisi,1,Italian cabinet approves €25bn to protect the economy from the fallout of the coronavirus crisis
"china quarantin 56m itali lock down, johnson’ 🇬🇧 reli advis specialis behavior psycholog",1,"While China quarantined 56M and Italy is on lock down, Johnson’s 🇬🇧 relied on advisers specialising in behavioral psychology"
dead. jamaica bout beat us,1,This has me dead. Jamaica bout to beat the US
"breaking: 63 new coronaviru death iran, rais death toll 354",1,"BREAKING: 63 new coronavirus deaths in Iran, raising death toll to 354"
breaking: paraguay close school ban event place larg group peopl confirm 2nd case coronaviru,1,BREAKING: Paraguay closes all schools and bans events and places with large groups of people after confirming 2nd case of coronavirus
data record coronaviru infect suggest us much western europ initi trajectori itali term number infect — one two week behind path,1,The data on recorded coronavirus infections suggests that the US and much of Western Europe are on the same initial trajectory as Italy in terms of the number infections — just one or two weeks behind on the same path
covid 19 steal lot moment alreadi make sad,1,this covid 19 is stealing a lot of moments already and it makes me sad
"""please, wast time make mistakes""italy' former prime minist matteo renzi messag donald trump contain coronavirus: ""the solut block schools, block direct planes""https://trib.al/z22tlpa",1,"""Please, don't waste time and don't make the same mistakes""Italy's former prime minister Matteo Renzi has a message for Donald Trump on containing coronavirus: ""The only solution is block the schools, not block the direct planes""https://trib.al/Z22tlpA"
"breaking: donovan mitchel test posit coronavirus, leagu sourc tell @wojespn. second-known jazz player test posit",1,"Breaking: Donovan Mitchell has tested positive for the coronavirus, league sources tell @wojespn. He is the second-known Jazz player to test positive"
presid @realdonaldtrump taken bold action respons #coronavirus. step presid announc regard europ protect american peopl — highest prioriti — part comprehens effort confront viru modern histori,1,President @realDonaldTrump has taken bold action in response to the #Coronavirus. The steps the President announced in regard to Europe protect the American people — our highest priority — and are part of the most comprehensive effort to confront a virus in modern history
"coachella’ postponed, nba suspended, there’ travel ban europe, tom hank corona virus.. you’r still doubt sever this, encourag reading. might abl fight off, i’m sure parent",1,"coachella’s postponed, the NBA is suspended, there’s a travel ban to europe, tom hanks has corona virus.. if you’re still doubting the severity of all of this, i encourage you to do some more reading. you and i might be able to fight it off, but i’m not sure if my parents can"
breaking: s. korea significantli reduc lethal coronaviru prescrib chloroquin diphosph salt + zinc treatment combo block covid-19 viral enzym @ 500 mg per day chloroquin + zinc 10 day,1,BREAKING: S. Korea significantly reducing lethality of coronavirus by prescribing a chloroquine diphosphate salt + zinc treatment combo to block COVID-19 viral enzyme @ 500 mg per day of chloroquine + zinc for 10 days
blatant #fearporn. .006% china infected. irresponsible:,1,Blatant #FearPorn. .006% of China has been infected. This is just irresponsible:
internet connect crucial aspect busi continu plan pandemic. princip secretari held talk servic provid ensur this. provid inform rais network capac 30% 40% meet surg demand. #covid19,1,Internet connectivity is a crucial aspect of business continuity plans during a pandemic. The Principal Secretary IT held talks with service providers to ensure this. Providers have informed that they can raise network capacity by 30% to 40% to meet the surge in demand. #COVID19
third brit (32%) concern impact coronaviru climat chang human,1,A third of Brits (32%) are more concerned about the impact of coronavirus than climate change on humanity
"medic compromis #clarkwa edg #covid19; elderly, peopl compromis immun system need take extra precaut diseas",1,"Medically compromised in #Clarkwa on edge over #COVID19; Elderly, people with compromised immune systems need to take extra precautions against disease"
vote moron november. he’ kill american lack action. donni dumbass threat,1,Vote this moron OUT in November. He’s killing Americans with his lack of action. Donny dumbass is a threat
"kobe, gigi & member plane die pop smoke die festiv & tour cancel rudi gobert & donovan got coronaviru donald trump ban travel europ nba season suspend !!",1,"Kobe, Gigi & the other members on plane died Pop smoke died Most festival & tours canceled Rudy Gobert & Donovan got Coronavirus Donald Trump bans travel to Europe NBA season is suspended !!"
"i’m probabl suppos say this, peopl beg pleas come game right now. know they’r still inexplic play right now, doesn’t mean it’ safe attend. you’r put yourselves, staffs, team risk. pleas don’t go. https://twitter.com/dougherty_jesse/status/1238120088890413063 …",1,"I’m probably not supposed to say this, but people I beg of you please do not come to games right now. I know they’re still inexplicably playing them right now, but that doesn’t mean it’s safe to attend. You’re putting yourselves, the staffs, and teams at risk. Please don’t go. https://twitter.com/dougherty_jesse/status/1238120088890413063 …"
"alert: base latest develop continu spread coronaviru (covid-19), southeastern confer today announc cancel remaind 2020 men’ basketbal tournament nashvil",1,"ALERT: Based on the latest developments and the continued spread of the coronavirus (COVID-19), the Southeastern Conference today announced the cancellation of the remainder of the 2020 Men’s Basketball Tournament in Nashville"
youtub allow creator monet coronaviru video,1,YouTube Will Allow Some Creators To Monetize Coronavirus Videos
"instead thank china,i’d like thank health worker frontlin covid-19. work tirelessli name public health & safety. real heroes,& thank servic people. marami pong salamat",1,"Instead of thanking China,I’d like to thank our health workers who have been at the frontlines against COVID-19. You have been working tirelessly in the name of public health & safety. You are the real heroes,& I am thankful for your service to our people. Marami pong salamat"
rt @nazeefah: covid-19 help peopl realis meet email,1,RT @Nazeefah: COVID-19 helping people realise that some meetings can be emails
rt @karaokecomputer: preview bourgeoisie' respons climat collaps,1,RT @karaokecomputer: a preview of the bourgeoisie's response to climate collapse
"in: depart health (doh) confirm anoth 3 case #covid19 philippines, bring country' total 52",1,"JUST IN: The Department of Health (DOH) confirms another 3 cases of #COVID19 in the Philippines, bringing the country's total to 52"
rt @ilhanmn: outbreak — paid sick leav guarante countri,1,RT @IlhanMN: Outbreak or not — paid sick leave should be guaranteed in this country
"coronavirus: gym 'high-risk' locat spread covid-19, expert warn http://news.sky.com/story/coronavirus-gyms-high-risk-locations-for-spreading-covid-19-expert-warns-11955565 …",1,"Coronavirus: Gyms 'high-risk' locations for spreading COVID-19, expert warns http://news.sky.com/story/coronavirus-gyms-high-risk-locations-for-spreading-covid-19-expert-warns-11955565 …"
".@bennybenassi quarantin italy, cancel upcom north american tour due #coronaviru",1,".@BennyBenassi has been quarantined In Italy, cancels upcoming North American tour due to #Coronavirus"
"coronaviru everywhere. stay home. cancel trip. probabl won’t die it, contagi fatal. certain percentag peopl need intens care recov hospit go overcrowd abl save everyon",1,"Coronavirus is everywhere. STAY HOME. Cancel that trip. You probably won’t die from it, but it's very contagious and it CAN be fatal. A certain percentage of people need intensive care to recover but hospitals are going to be overcrowded and not able to save everyone"
"brendan rodgers: ""we'v player shown symptom sign (of coronavirus). we’v follow procedur (a precaution) kept away squad.""",1,"Brendan Rodgers: ""We've had a few players that have shown symptoms and signs (of coronavirus). We’ve followed procedures and (as a precaution) they have been kept away from the squad."""
itali infect countri outsid china guarante peopl won’t avoid pizza way chines food,1,italy is now the most infected country outside of China but you can guarantee that people won’t be avoiding pizza the same way they did with Chinese food
miami dade polic suspend evict part coronaviru state emerg,1,Miami Dade Police suspending all evictions as part of coronavirus state of emergency
mandem stack hand sanit coronaviru swear use anyway,1,Mandems be stacking up on hand sanitizers because of this coronavirus and all that but I swear we should be using it anyways
