,input,output
31158,washington ap depart veteran affair requir medic employe get covid19 vaccin delta variant spread,1.0
31159,washington ap man claim bomb truck near librari congress surrend law enforc end hourslong standoff,0.0
31160,washington ap offici suspect violenc outsid pentagon shot polic die scene,2.0
31161,washington ap presid joe biden requir essenti nonresid travel cross us land border truck driver fulli vaccin begin jan 22,1.0
31162,washington post cover dpro drone draganfli amp volansi among firm oper drone unit state right medic deliveri partnership draganfli begin test flight coronaviru vaccin texa next month coldchain tech servic,1.0
31163,washington state trooper sign fire take jab,1.0
31164,watch kamala harri told democrat volunt atlanta knock door pressur peopl get vaccin biden juli 4th vaccin goal like fall short biden admin set goal fulli vaccin 70 american juli 4th,1.0
31165,watch protest chambéri franc enter citi town hall remov portrait paint franc presid emmanuel macron almost week citizen franc taken street daili base protest covidhealth pass passsanitair,1.0
31166,watch live 1887 time capsul open richmond,1.0
31167,watch live covid19 press confer 27 novemb 2021 speaker prime minist borisjohnson sir patrick vallanc uksciencechief prof chri whitti cmo_england,1.0
31168,watch live dc mayor muriel bowser hold updat district respons covid19,1.0
31169,watch live im lead offici challeng biden vaccin mandat busi rule vast overstep author feder govern person medic decis everi american,1.0
31170,watch live iranian presid ebrahim raisi address 2021 un gener assembl,1.0
31171,watch realharisal washtim explain 50000 journalist tax credit hidden massiv budget reconcili bill possibl media collus pass ampfw,2.0
31172,watch thousand primarili haitian pour across border del rio tx cbp deal danger fentanyl pour across nationalbordercrisi,1.0
31173,watch mtp take hors deworm crazi gov andi beshear dki talk challeng fight covid misinform andybeshearki realli dont think red blue issu fact versu fiction time sane versu insan issu,0.0
31174,watch joe rogan annihil drsanjaygupta vaccin children sanjay seem utterli lost almost he never challeng outsid implod televis medium 30 sec script sound bite groupthink circl jerk freedomflu,2.0
31175,watch foxbaltimor violent day baltimor 8 homicid sinc friday today question govlarryhogan done hogan citi cant defund polic state attorney marilyn mosbi need prosecut crime,2.0
31176,watch 5 retir navi seal current gop candid join fox amp friend morn incred patriot across countri step serv firepelosi saveamerica redwave2022 nrcc,1.0
31177,watch new zealand pm jacinda ardern admit creat two class peopl countri vaccin unvaccin,1.0
31178,watch water pour hall texa state capitol heavi rain prompt flash flood warn across central texa video courtesi sloan byerli,0.0
31179,watch dr anthoni fauci say grow republican attack pain ridicul mtpdaili dr fauci peopl want fire put jail ive done mainli follow scienc preposter total preposter,1.0
31180,watch shame sen rogermarshallmd rkan say senior citizen havent gotten booster mtp,0.0
31181,watch aoc nygovcuomo time stop protect billionair time start work work famili join lead voic across ny demand cuomo makebillionairespay fundexcludedwork,1.0
31182,watch arlingtonpd random act violenc somebodi target school polic search 18year old suspect shoot 2 student 2 other studentadult injur timberview high school mansfieldisd nbcdfw,2.0
31183,watch dailycal shelbytalcott ask stammer jen psaki fact farleft new york time recent describ american flag alien weve see cuba protest wave star stripe symbol freedom cubalibr,1.0
31184,watch nicolledwallac admit she fauci groupi,1.0
31185,watch presssec difficult time defend use american flag cuba,1.0
31186,watch repbradwenstrup highlight presid biden open border polici endang american,1.0
31187,watch repronkind refus answer question seedi massag parlor build rubmapsron wi03,1.0
31188,watch secmayorka say haitian migrant subject titl 42 expuls mtp chucktodd titl 42 author still want mayorka author center diseas control determin still necessari,2.0
31189,watch sen_joemanchin say support 35 trillion plan,1.0
31190,watch speakerpelosi break mask mandat,1.0
31191,watch speakerpelosi flipflop opinion vaccin mandat,1.0
31192,watch alrok pummel wave hurrican ida target new orlean,0.0
31193,watch chucktodd sound like your uncomfort enforc ban abort would crimin senatorbraun im perfectli comfort level everybodi gotta live thing,0.0
31194,watch chucktodd your worri liberti unvaccin liberti woman doesnt want carri pregnanc term senatorbraun rind might tri creat issu equival dont,1.0
31195,watch persh springfield school administr walk away parent middl convers kid parent protest mandat background nomoremand,1.0
31196,watch big crowd protest covid mandat chant usa insid oklahoma state capitol,1.0
31197,watch larg crowd peopl wuhan china origin epicent coronaviru pandem releas balloon clock struck midnight celebr new year,1.0
31198,watch massiv protest underway pari govern vaccin passport law,1.0
31199,watch woman iowa tell joebiden 5g area make peopl sick mind break biden repli lot debat scientif commun whether 5g say studi thoroughli cbsnew,1.0
31200,watch potenti terrorist arrest tri cross southern border illeg terrorist tri exploit biden open border,2.0
31201,watch abc georg stephanopoulo outlin brutal new poll joe biden,1.0
31202,watch abc georg stephanopoulo outlin brutal new poll joe biden,0.0
31203,watch aerial footag show tornado aftermath mayfield kentucki,1.0
31204,watch american flag fli high cuban protest communist dictatorship afraid,1.0
31205,watch enorm crowd itali march forc vaccin vaccin passport,1.0
31206,watch enorm crowd antivaccin passport protest form near palai de chaillot pari,1.0
31207,watch anderson cooper help joe biden rememb citi long beach california,1.0
31208,watch arnold schwarzenegg alexand vindman tell american screw freedom,1.0
31209,watch court freez presid biden vaccin mandat white hous chief staff ronaldklain say he confid mandat upheld everi singl court one rule valid,1.0
31210,watch attorney gener merrick garland admit doj verifi alleg nation school board associ letter launch probe concern parent,1.0
31211,watch australian polic grab woman throat wear mask,1.0
31212,watch australian protest covid mandat bust polic line,1.0
31213,watch berni sander blast democrat 175 trillion taxandspend scheme give tax cut millionair blue state bad polit bad polici,0.0
31214,watch biden administr face booster shot confus trump grow hold gop,1.0
31215,watch biden lock 25 second ask vladimir putin still killer,1.0
31216,watch biden press sec fail condemn antifa domest terror oregon washington say monitor post millenni news polit cultur lifestyl,2.0
31217,watch biden shake hand maskless put one selfi,1.0
31218,watch biden cdc director rochel walenski refus rule new shutdown lockdown,1.0
31219,watch biden cdc director rochel walenski say kid forc wear mask school even theyr vaccin,1.0
31220,watch brian william longtim anchor msnbc host leav nbc nearli 3 decad 11th hour way bigger one man woman truth secret alway alway guest never chang,1.0
31221,watch ca republican gubernatori candid recal serv subpoena debat,0.0
31222,watch cnn shock sharp deceler econom growth joe biden,1.0
31223,watch california mother say 13yearold son public school pressur get vaccin tell dont say anyth,1.0
31224,watch chicago polic forc cancel schedul day deal ongo crime bu driver beaten transit author presid speak driver furiou beyond scare upset sit duck seat,1.0
31225,watch chines lockdown rule breaker purportedli put truck that normal use pig,1.0
31226,watch chuck todd throw tantrum conscienti objector covid jab dont know sleep night,2.0
31227,watch como give addict rehab prioriti covid19 vaccin,2.0
31228,watch complet exchang dr anthoni fauci senat randpaul dr fauci senat paul know talk quit frankli want say offici know talk,1.0
31229,watch complet exchang sen randpaul dr anthoni fauci fauci make uncomfort say someth egregi incorrect say thank paul histori figur,0.0
31230,watch confus joe biden pull note answer question russia,1.0
31231,watch dean obeidallah say republican celebr polit violenc aoc snuff video rittenhous prais via mediait,1.0
31232,watch democrat alexandria ocasiocortez call concern spike crime hysteria,2.0
31233,watch democrat ayanna pressley say still support defund polic support radic reimagin commun safeti public safetywhich mean realloc invest polic,1.0
31234,watch democrat gubernatori candid terri mcauliff lash attack virginia sheriff sheriff ask mcauliff embrac defund polic movement vagov vapol,1.0
31235,watch despit larg sign shop door state requir face cover tv news crew appear film joe biden shop maskless nantucket,1.0
31236,watch despit larg sign door state requir face cover biden shop maskless nantucket vacat,1.0
31237,watch despit two court order stop osha feder vaccin mandat white hous press secretari say noth chang,1.0
31238,watch dr david nabarro who special envoy covid19 tell andrew neil realli appeal world leader stop use lockdown primari control method watch full interview spectatortv afneil davidnabarro,1.0
31239,watch dr anthoni fauci tell mtp could vaccin everybodi us want receiv vaccin dr fauci peopl throughout world would anyth get vaccin,0.0
31240,watch dr anthoni fauci react sturgi ralli south dakota weekend say concern go see anoth surg relat ralli dr fauci let get pandem control start act like noth go,0.0
31241,watch dr anthoni fauci tell mtp want safe get children back school dr fauci realli unfortun certain offici push back mask guidelin,1.0
31242,watch dr fauci caught lie nih fund wuhan,2.0
31243,watch dr fauci push back presid trump claim cdc number covid death overcount tell chucktodd number real dr fauci real number real peopl real death,0.0
31244,watch dr fauci refer third person unleash critic heat rant msnbc say attack dr anthoni fauci your attack scienc,1.0
31245,watch dr fauci refer origin viru wuhan strain,2.0
31246,watch educ sec miguel cardona say school state antimask mandat rule cant deni feder fund seccardona get green light governor use fund,0.0
31247,watch elon musk say isnt pervert enough cnn,1.0
31248,watch europ erupt lockdown vax mandat protest rome vienna netherland,1.0
31249,watch facebook use block lab leak theori content pdooci say arent concern thing your tri block take might someday turn accur psaki dodg say dont take anyth theyr pressur facebook,2.0
31250,watch facial express ameca humanoid robot engin art set make debut ce 2022,1.0
31251,watch fight break rep jerri nadler rep jim jordan hous judiciari hear nadler sustain object video jordan want play ag merrick garland,1.0
31252,watch florida gov ron desanti say hell take execut action vaccin passport go provid proof abl live life,1.0
31253,watch florida doctor stage walkout protest number unvaccin covid19 patient come hospit,1.0
31254,watch fox news report nationwid santa shortag affect american christma joe biden,0.0
31255,watch furiou construct worker melbourn australia order union leadership get jab lose job,1.0
31256,watch garland grill wont commit ethic inquiri memo fbi school protest,2.0
31257,watch howard stern roast antivax radio host die say make vaccin mandatori fck fck freedom,1.0
31258,watch huge group construct worker protest forc vaccin block highway melbourn,1.0
31259,watch hundr boe worker washington state protest compani vaccin mandat,1.0
31260,watch your go place low vaccin rate go extra mile wear mask even your vaccin dr fauci say mtp dr fauci vaccin even good highli effect noth 100,0.0
31261,watch your go place low vaccin rate go extra mile wear mask even your vaccin dr fauci say mtp dr fauci vaccin even good highli effect noth 100,1.0
31262,watch jen psaki repeat fals claim democrat 35 trillion spend bill cost zero dollar,1.0
31263,watch jen psaki say biden alway fight press access biden ask world leader take question hasnt done interview 61 day hasnt press confer 95 day,1.0
31264,watch jim jordan respond devast news taliban enter kabul first thing first joe biden vacat hasnt administr taken singl question embarass,1.0
31265,watch joe biden admit staff doesnt want take question report,1.0
31266,watch joe biden briefli forget defens secretari name,1.0
31267,watch joe biden call detroit auto worker hors ass voter confront want take away american second amend right,2.0
31268,watch joe biden come stage two minut introduc someon wake,1.0
31269,watch joe biden confus syria libya three time,2.0
31270,watch joe biden cough hand proce shake hand peopl,1.0
31271,watch joe biden final admit border control despit claim april,1.0
31272,watch joe biden refus take question report afghanistan taken singl question 7 day,0.0
31273,watch joe biden say 350 million american vaccin 100 us popul,1.0
31274,watch joe biden say celebr christma celebr vaccin,1.0
31275,watch joe biden scold struggl small busi owner pay find worker,1.0
31276,watch joe biden stare report ignor question ask inflat what messag american concern disrupt suppli chain biden hasnt taken singl question 7 day,1.0
31277,watch joe biden use woke term latinx assum everi latino illeg immigr theyr worri theyll vaccin deport,2.0
31278,watch joe biden walk expens washington dc restaur without mask violat dc mask mandat,2.0
31279,watch joe biden surgeon gener vivek murthi tell fulli vaccin american need wear mask indoor,1.0
31280,watch joe biden approv rate collaps 24 point among independ voter,1.0
31281,watch joe biden incoher town hall 34 second,1.0
31282,watch joy behar say polic shoot gun air respons columbu shoot,2.0
31283,watch joy behar spar meghan mccain miss matern leav,0.0
31284,watch kamala harri get heckl deliv remark new york presid biden build back better agenda,0.0
31285,watch kamala harri laugh report start ask american trap afghanistan,2.0
31286,watch la counti sheriff say wont enforc vaccin mandat offic anyon els via thudnew,2.0
31287,watch lgbtqxyzpimp 6th grade teacher springfield mo bulli boy ask straight kid werent allow unicorn cupcak teacher scream student ignor straight jerk weasel dip amp butthead genderunicorn alphabetsouptyranni,1.0
31288,watch legendari sportswrit bill rhoden wcrhoden discuss teamusa rocki start olymp think game shouldv cancel,1.0
31289,watch mani southwest airlin employe gather front compani headquart dalla protest compani vaccin mandat,1.0
31290,watch missouri ag eric_schmitt rip covid vaccin mandat someon say use fear good everi tyrant dictat histori world ever said accumul aggreg maintain power,1.0
31291,watch nanci pelosi break mask mandat take photo,1.0
31292,watch nanci pelosi receiv stand ovat address 117th congress follow reelect speaker urgent prioriti continu defeat covid19 defeat,1.0
31293,watch nanci pelosi violat mask mandat,1.0
31294,watch new carmin fight footag show moment lead alterc uw restaur read,1.0
31295,watch new dh advisori includ opposit covid measur potenti indic terrorist threat,1.0
31296,watch new york citi mayor bill de blasio announc 9000 citi employe fire compli democrat agenda joe biden support,1.0
31297,watch new yorker protest vaccin mandat street nyc chant wake new york,1.0
31298,watch new zealand pm jacinda ardern say countri creat special account fund journalist produc governmentapprov stori covid19,1.0
31299,watch opp arrest woman front cri children provid vaccin statu enter arena full stori,1.0
31300,watch opp arrest woman front children fail show proof vaccin ice rink arena manag ripe ontario,1.0
31301,watch morn joe jen psaki claim cant comment newli releas disastr novemb job number goe say see good trend total job ad 300000 short expect jobsreport,1.0
31302,watch pastor greg lock order congreg wear mask get vaccin cnnvalencia say 20 minut preschedul interview cnn lock said god told cancel later went fb live call crew three women diabol jezebel,1.0
31303,watch polic pari check cafe custom vaccin passport violat fine,1.0
31304,watch politico jonathan lemir say less media access biden trump,1.0
31305,watch presid biden address talk labor shortag amid eas covid19 restrict pay employe bargain chip,1.0
31306,watch presid biden meet indian pm modi indian press much better behav american pressi think permiss could answer question wont ask question point,1.0
31307,watch presid joe biden first ladi jill biden walk new puppi command beach rehoboth beach delawar tuesday even 1228 presid seen play fetch dog,2.0
31308,watch presid obama celebr guest great time parti maskless,1.0
31309,watch presid trump motorcad drive past support outsid walter reed medic center,0.0
31310,watch press secretari jen psaki defend vaccin mandat law enforc despit opposit rankandfil polic offic,1.0
31311,watch press secretari jen psaki say biden plan call andrew cuomo pressur resign,1.0
31312,watch protest said immigr film senat sinema flight meanwhil biden defend protest harass kyrsten sinema earlier bathroom say happen everyon,1.0
31313,watch protest interrupt news confer rep marjori taylor green matt gaetz other januari 6th press confer end full video,0.0
31314,watch protest storm christma market luxembourg vaccin neg test requir,1.0
31315,watch protestor interrupt nanci pelosi san francisco let go brandon woooooo,1.0
31316,watch report roast jen psaki biden new test plan dont yet contracty cant say websit go upyou cant say mani test peopl go abl order timey cant say theyr go receiv test,1.0
31317,watch republican recal challeng larri elder said base would graciou defeat vow win war lose recal battl,0.0
31318,watch sen hawley bring receipt dh secretari mayorka cant rememb invit migrant across border,2.0
31319,watch southwest airlin employe chant hold sign let go brandon outsid southwest airlin hq dalla texa sign protest includ termin mandat freedom forc jab job,1.0
31320,watch donald trump coup 2024 jheil lay extraordinari realiti mass movement america 30 million peopl right readi take arm restor donald trump offic that hyperbol fact,1.0
31321,watch view melt meghan mccain joy behar slug social,0.0
31322,watch white hous say american purchas mani good onlin root caus suppli chain crisi creat joe biden wont senatedem tell joe biden stop blame american failur,2.0
31323,watch pressur mount san francisco embattl district attorney chesa boudin job line 83000 peopl sign petit recal includ two former prosecutor nbcbayarea rajmathai bigadshaban,2.0
31324,watch thousand protest turin itali newli announc vaccin passport listen chant,1.0
31325,watch trump say administr fantast job border chuck todd let polit debat hurt children presid trump democrat would chang asylum law everyth would solv immedi refus,0.0
31326,watch trump comment elect fraud 2020 construct gov asahutchinson rark say mtp recip disast 2022,1.0
31327,watch tucker carlson take look back public health hypocrisi san francisco spanish flu photograph chang everyth today see exact dishonest behavior san francisco hypocrit nanci pelosi,1.0
31328,watch tulsi gabbard tear kamala harri toughoncrim record california attorney gener demdebate2,2.0
31329,watch tunisia presid kai sai announc freez parliament suspend immun mp dismiss prime minist hicham mechichi take charg execut power,1.0
31330,watch union boss randi weingarten refus commit reopen school go tri,1.0
31331,watch unrest erupt protest covid measur brussel belgium,1.0
31332,watch vp harri tell margbrennan current surg covid case individu power respons set blame unvaccin,1.0
31333,watch vaccin mandat protest perth australia,1.0
31334,watch video show massiv number protest march toward white hous protest demand biden take action cuba,1.0
31335,watch wh press secretari jen psaki admit bidenharri administr avoid disclos addit breakthrough covid case among white hous staff,1.0
31336,watch white hous press secretari jen psaki dept educ look rang option help protect teacher student florida add florida distribut money set asid american rescu plan help school reopen safe,0.0
31337,watch arrest lowlevel oper mere speed bump road block frankfigliuzzi1 say order realli tackl terror youv got attack dismantl command control element may mean peopl sit congress right,1.0
31338,watch senat paul dont know your talk total resent lie your propag dr fauci lash rand paul attempt lay blame covid19 feet nih send fund wuhan lab,1.0
31339,wcw exposé fauci wast 424k tortur amp kill beagl dog infect fli carri diseasecaus parasit report uncov wcw state dog vocal pain via dylan_housman dailycal,1.0
31340,wcw expos four differ locat fauci fund wast amp brutal beagl experi georgia california africa even fauci nih lab maryland could next beagleg,2.0
31341,tri beat heat also heatwave2021 freezytowel dog,0.0
31342,school board recal qualifi ballot elect recal commission lopez collin amp moliga schedul feb 15 2022 grassroot commun 1000 parent teacher resid made sf histori today,0.0
31343,ban youtub pass adel itun chart becom 1 song countri stop afraid censorship stop afraid cancel stand thank yall much keep go,2.0
31344,peopl silenc peopl bulli peopl surrend trumpmeltdown bidenharris2020 264 gretathunberg joebiden2020 presidentbiden biden2020,2.0
31345,take back america saveamericar trump2024,1.0
31346,attack 2020 nutshel new york see seri assault viciou squirrel,1.0
31347,wear report man fought deputi k9 burglari arrest escambia counti via googlenew,2.0
31348,wef descript great narr initi great reset eerili similar xi jinp thought build commun share futur mankind,1.0
31349,weston mckenni dagger,0.0
31350,wh chief staff ron klain say media treat biden wors trump that right ron klain psychot wonder biden regim everyth backward see world thru backward color glass,1.0
31351,wh chief staff might regret retweet court consid intent purpos polici klain endors notion osha rule workaround enact flagrantli illeg feder vaccin mandat,1.0
31352,wh comm director kate bedingfield say social media compani held account misinform share platform also note conserv news outlet creat irrespons content,1.0
31353,wh comm director kate bedingfield presid never shi away take question,1.0
31354,wh comm director presid never shi away take question,1.0
31355,wh covid coordin jeff zient boot press pool could hear biden take question governor covid biden understand guy may question jeff zient good long paus zient think go clear press first,1.0
31356,wh press sec jen psaki call claim vaccin mandat caus southwest airlin cancel absolut fals applaud mandat save live,0.0
31357,wh press sec jen psaki confirm presid biden go run reelect 2024 that intent,1.0
31358,wh press sec jen psaki hint use feder fund respons gov ron desanti rfl financi penalti school offici defi ban mask mandat certainli pay salari could part look rang option,1.0
31359,wh press sec jen psaki hit absurd republican threaten allow govern shutdown vaccin mandat theyr upset effort save peopl live ill leav,2.0
31360,wh press sec jen psaki florida dont send ventil state without interest receiv ventil,0.0
31361,wh press sec jen psaki gov ron desanti rfl call presid biden power hungri tyrant 25 hospit countri florida governor taken step counter public health recommend,0.0
31362,wh press sec jen psaki say administr want transpar social media platform say shouldnt ban one platform other share misinform,0.0
31363,wh press sec jen psaki ask florida texa governor your go part solut your go part save peopl live get way let peopl job,0.0
31364,wh press sec jen psaki messag republican immigr reform republican stand border give speech dont join us part solut,2.0
31365,wh press sec psaki respond fox news peter dooci badfaith question travel restrict presid critic way former presid put believ xenophob tweet call coronaviru direct,1.0
31366,wh press secretari jen psaki confirm presid biden mandat appli american citizen privat busi migrant illeg cross countri hypocrisi astound bidenbordercrisi,1.0
31367,wh press secretari jen psaki tell host podsaveamerica time run short pass infrastructur kind messi messi phase peopl peacock littl peacock feathersand argu think import,1.0
31368,wh staff forc report leav tri ask question joe biden,1.0
31369,wh offici say pr peopl freak influenc email got leak bennyjohnson didnt think email would get anyon polit right super piss tik toker suppos gen z millenni left,1.0
31370,wh offici b lockdown speech drawn weektheyr plan make sound like one solemn histori real bush night 911 type stuff would start stock yall,2.0
31371,wh physician say talk hydroxycholorquin presid trump determin potenti benefit treatment outweigh rel risk,1.0
31372,wh press sec psaki certainli support cleveland basebal team chang name guardian may side former presid front would guess havent seen tweet howev he commun day,0.0
31373,wh report start sing happi birthday jen psaki brief,1.0
31374,wh staff fail play biden stage decid answer question inflat,2.0
31375,wh staff forc report biden ignor question afghanistan,1.0
31376,wh peopl wait stupid internet omg theyr disobey court lawless wall,0.0
31377,actual fck omicron face biggest surg pandem first cdc cut isol period half nyc school elimin quarantin want kill peopl,1.0
31378,go joe biden joe biden said 120 million dead covid,1.0
31379,actual fuck theyr shoot rescu dog australia covid could countri tri wors even china,1.0
31380,ask proof vax,0.0
31381,would six year old son daughter test posit covid19 taken home quarantin center ventura health author shock video demand plan ahead bebrav historyrep,1.0
31382,whca presid stevenportnoy email member say biden admin impos vaccin mandat white hous visitor requir includ journalist portnoy say ad dont attest vaccin statu pay sameday covid test,1.0
31383,fauci get haul front congress need ask oath knew pfizer vaccin got phase 3 approv intent kept quiet elect 0 chanc fauci first learn pfizer nov 9 press releas,1.0
31384,worker gone jpmorgan guesstim 35 financi cushion unemploy benefit stimulu save 20 earli retire 10 immigr visa issu 10 rise selfemploy 25 covid fear child care constraint,0.0
31385,biden hundr call chang cuba also demand american govern interven,1.0
31386,white hous presssec joe manchin remark bbb odd discuss week presid sudden inexplic revers posit breach commit presid senat colleagu hous senat,2.0
31387,chief say prematur rule covid lab leak,1.0
31388,stealth edit page warn vaccin children,1.0
31389,chief call us europ halt covid19 vaccin booster rest year,1.0
31390,name new covid variant omicron,1.0
31391,recommend anyon age 18 get covid19 jab,1.0
31392,say even fulli vaccin peopl continu wear mask delta variant caus israel one vaccin countri reinstat indoor mask mandat delta spread fleet 510 sec exposur onev1 demvoice1 freshvoicesris dems4usa,1.0
31393,recommend mask even vaccin peopl delta variant,1.0
31394,hold special meet discuss worrisom new coronaviru variant,1.0
31395,who13 call rep cindi axn fals claim iowa hospit turn away heart attack car accid victim hospit axn apolog spread disinform could lead injur iowan seek medic care,2.0
31396,whoa laura kuenssberg us question venomousdowningstreetbrief,1.0
31397,whooa wait wait new b11529 variant nu botswana discov coupl day ago mayb hand fulli vaccin peopl test nobodi die yet alreadi tout horrif pandemictheat,1.0
31398,twitter want cover postcovid vax death children,1.0
31399,joe biden presid usa put dirti face cover hand young kid proce put dirti face mask pocket,1.0
31400,wi spa la lapd offic obliter 2 antifa milit club one pull mask spit offic face full stori come soon realamvoic,2.0
31401,wildfir total 42086 case report 25379 medic confirm 16707 nonmed confirm contain 158893 event clear fda wont fulli releas document 55 year,1.0
31402,willian é timão bemvindowillian vaicorinthian,2.0
31403,win today fda announc remain easier mani patient access medic abort elimin medic unnecessari restrict patient mani state access medic abort privaci home,1.0
31404,veto nc governor keep discriminatori requir north carolina democrat gov roy cooper opportun end state discriminatori jim crowera law discrimin northcarolina corruptcoop pistolpermit,2.0
31405,woah there talk capitol hill mechan confirm hear fill vp vacanc amid kamala nosediv approv number report strain relationship biden harri,1.0
31406,woah,1.0
31407,woke fail felicia moor atlanta citi council presid vow hire 250 polic offic help combat citi rise crime rate promin dem former mayor kasim reed want go even put 750 offic street,2.0
31408,woman attack flight attend insan,2.0
31409,woof pain kamala harriss respons ask inflat hot dumpster cring watch,1.0
31410,world econom forum open forum davi call due death threat shame,1.0
31411,wow believ second chanc forgivenessbut wannab presidenti assassin john hinckley youtub channel trump matter slice itthat derang stupid secret servic keep eye guy,1.0
31412,wow rednotic netflix biggest ever open day film congrat whole team cant wait red notic taylor version,0.0
31413,wow look scene outsid kabul airport keep mind still estim 10000 american afghanistan wapo,1.0
31414,wow biden said senat kyrstensinema harass corner bathroom part process joe word,1.0
31415,wow major victori,1.0
31416,wow question jen psaki cnn jeremi diamond biden came offic declar america back amp vow reinvigor us allianc recent week weve seen european alli unsettledhow presid go restor us credibl,1.0
31417,wow biden said senior militari leadership advis leav troop presenc afghanistan cotton milley amp mckenzi confirm want troop presenc austin said advic receiv amp consid sure biden question answer,1.0
31418,wow 1 purchas rap song today thank much keep 1 pleas grab copi itun peopl spoken want freedom love music,1.0
31419,wow seattlepd offic make huge statement day offic get fire vaccin mandat,1.0
31420,wow dr oz tri bulli wendi william take vaccin hold ground,2.0
31421,wow review board offici seattl admit someon write candid name napkin vote would count,2.0
31422,wow dusti hill icon zztop bassist forev uniqu alway gentleman day us open recent day open us dont know say thank rest howev damn well choos,2.0
31423,wow thousand peopl line hour see presid trump phoenix,1.0
31424,wow twin tornado tonight bay arkansa southeast jonesboro ar permiss angi burgess weatherbug arwx mowx arkansa missouri tornado tornado,1.0
31425,wow she real trump warp speed kill,0.0
31426,wow clear messag biden polici florida gov ron desanti r go sign new antimand legisl today town call brandon florida,1.0
31427,wow mandat vaccin unit airlin boast 99 vaccin rate employe fli vaccin sky,1.0
31428,wow barack obama cant help say bruce springsteen fan love clarenc clemmon onstageif primarili white audienc ran clarenc bar theyd call nword baracky dont damn clue countri,1.0
31429,wow judg bruce schroeder allow kyle rittenhous defens refer joseph rosenbaum anthoni huber amp gaig grosskreutz men rittenhous shot rioter looter arsonist trial yet prosecutor cant call victim,2.0
31430,wow wow overwhelm love support arizonan shown campaign thank visit state 48 mr presid get back arizona soon arizona maga countri donat,1.0
31431,wow psaki absolut snap report walk away ask biden plummet poll number watch,1.0
31432,wow highlevel sourc sent photo say show dr fauci georg soro bill gate father among other sourc say 2001 fauci identifi man third left,1.0
31433,wow bill melinda gate foundat provid fund research store patient medic inform within person skin use vaccin wake america,1.0
31434,wow fox report g7 agreement place tell taliban g7 nation would stay afghanistan past august 31 joe biden undercut alli,1.0
31435,wow gop governor florida ron desanti want form person militia like polit leader iraq would militia answer begin red armi gop prepar war liter,1.0
31436,wow lancet studi prove shot prevent transmiss fulli vaccin individu breakthrough infect peak viral load similar unvaccin case studi show shot dont stop transmiss covid mandat obvious illeg,1.0
31437,wow ucla healthcar worker work last 2 year pandem fire escort properti vaccin wrong,1.0
31438,wsu fire nick rolovich monday school mere vessel dismiss carri state mandat design save live contain pandem realiti rolovich fire rolovich,1.0
31439,wtaf,1.0
31440,wtaf ny make 15600 payment undocu worker make homeless vet gold star famili taxpay,2.0
31441,wtaf ok real america pleas rt wide refer new state paramilitari militia amp insurrectionist proper hashtag trumpsredarmi,1.0
31442,wtf kill children vaccin novaccinepassportanywher,1.0
31443,wtf begin illinoi superintend hand yellow id badg base vaccin statu,1.0
31444,wtf school board group pennsylvania quit nation associ suggest angri parent domest terrorist,2.0
31445,wtf twitter page jare moskowitz govrondesanti appoint broward commiss,1.0
31446,wtfheheh florida man ban unit airlin wear thong mask cloth mask ok pantymask,2.0
31447,wtf judg rule wont allow firework mount rushmor,2.0
31448,wtf disgust ive thousand flight last month everyon lower mask eat drink southwest flight earlier week,2.0
31449,wth hear correctli watch til end,1.0
31450,wth lorilightfoot crime violenc amp murder chicago job,2.0
31451,wth anyon trust anyth come cdc would insan progress dem yeah know redund cdc senior scientist amp whistleblow trash data show vaccineaut link africanamerican boy,1.0
31452,wvnews247 interst 79 northbound mon counti west virginia remain close truck crash carri moderna covid19 vaccin foreign aid also fuel spill,1.0
31453,wwii armi vet bob dole salut wwii navi vet georg hw bush us capitol 2018 rip amp thank god war german fascism amp japanes imperi gener left among live honor,2.0
31454,wyom,1.0
31455,wapoabc poll american give biden neg rate handl issu crime accord poll 38 percent approv 48 percent disapprov,0.0
31456,wapo eugene_robinson nhannahjon deprogram trump support,1.0
31457,wait wait duh fuk hear canada,1.0
31458,wait sec lin wood tweet epstein aliv dude,1.0
31459,wait outlook email well broke internet today,1.0
31460,wait pay social secur gone well retir seem like ponzi scheme,1.0
31461,wait till everybodi find vaxx pfizer alleg given placebo group test make look like advers event normal suffer group riggedtri,1.0
31462,wait rep massiv read id requir vote parti want enforc,0.0
31463,wait find mask dont work,1.0
31464,wait blue anon check mark see walmart video find capitol 16 peac didnt assault offic break see headlin terrorist went capitol 16 terror custom latest walmart insurrect,1.0
31465,wait erect statu moon bat pelosi home vandal pig head messag 2000 check via mailonlin,1.0
31466,wait kati keep get dump show thebachelorett bachelorett,2.0
31467,wait realli traumat aoc wasnt socal terrorist storm us capitol rather capitol polic offic protect place,2.0
31468,wait thought ban violat term servic arent term servic differ differ platform statement make abundantli clear want peopl ban simpli disagre govern preapprov narr,2.0
31469,wait cant use ivermectin dont enough data let vaccin children see safe vaccin dont enough data understand correctli,1.0
31470,wait infecti diseas expert said well year covid would becom endem mani new variantsbiden admin dark obviou,1.0
31471,wait,1.0
31472,wait washington state governor insle vow action covid matter scienc tell us,1.0
31473,wait arm utah teacher stop playground kidnap attempt via guntruth firstrespond protector,2.0
31474,waitwer voic note loveisland,2.0
31475,wait casa amor like loveisland,2.0
31476,wait fda approv take milk crate challeng,2.0
